"ID_REF"	"GSM78332"	"GSM78333"	"GSM78334"	"GSM78335"	"GSM78336"	"GSM78337"	"GSM78338"	"GSM78339"	"GSM78340"	"GSM78341"	"GSM78342"	"GSM78343"
"245148_at"	698.2	419.4	1453.3	604.6	911.5	760.4	755.2	1140.2	1901.8	1124.1	1600.9	2309.2
"245149_at"	154.1	120.3	149.7	141.1	193	118.2	118.5	134	129.8	113.5	125.7	122.6
"245150_at"	1669.2	1896.5	1834.8	1461.6	1388	1675.1	1675.4	1345.1	1834.9	1372.1	1506.3	1376.7
"245151_at"	476.5	174.5	239.8	369.4	200.8	207.9	343.6	108	118.5	476.2	59.9	106.8
"245152_at"	901.4	757.9	596.1	727.3	571.8	649.5	973.5	856.9	697	809.3	818.1	582.7
"245153_at"	1	12.3	6.2	6.9	2.9	12.5	3	6.7	0.6	3.5	1.6	0.3
"245154_at"	34.4	42	46.4	24.7	48.3	46.9	61.3	11.9	51.4	35.6	37.6	52.1
"245155_at"	1464.4	2240.2	2198.5	1844	2616.7	2262.5	1179.6	1863.5	1736.5	1628.2	1922.3	1988.3
"245156_at"	429.7	289.9	173.6	292.2	271.6	207.8	311.4	240	235.2	292.7	288.8	255.9
"245157_at"	19.8	15.2	4.9	10.6	2.8	7.9	12.8	7.4	3.5	7.9	2.1	9.2
"245158_at"	14.6	26.3	33.4	12.6	41.1	10	9.2	12.5	3.6	18.9	6.4	4.2
"245159_at"	35.9	15.2	26.7	29.7	21.8	21.2	27.2	21.8	32.7	17.8	23.8	37.4
"245160_at"	1.5	1.8	2.1	1.5	3.4	2.8	4	1.5	2.4	2	1.6	4.7
"245161_at"	275.9	154.7	234.4	197.3	241.1	183.8	373.1	206.2	256.2	418.4	247.3	245.5
"245162_at"	33.7	12.5	26.3	26.4	20.6	21	51.4	22.4	36.6	48.5	23.9	35.2
"245163_at"	4.6	4.9	3.6	27	5.5	29.1	34.6	4.9	4.9	10.8	4.2	31
"245164_at"	1544.4	2648	2393.2	1777.9	3069.1	2688.6	1040.4	2311.8	1840.6	1368.4	2480	2000.6
"245165_at"	944.7	1445.3	1859.3	1279.1	1754.2	1682.4	1026.9	1395.2	1752.3	1250.8	1393.6	1545
"245166_at"	293.7	354.8	247.2	263.7	320.7	369.3	299.2	258.6	299.6	225.6	282.6	323
"245167_s_at"	1297.3	1205.5	1287.4	1417.2	1419.6	1288.4	1255.4	1465.3	1417.4	1399.5	1290.1	1471.7
"245168_at"	10026.4	9686.6	11271.5	9903.9	10416.1	10410.3	10983	11106.9	10631.8	11745.4	11411.7	11449.8
"245169_at"	437.5	398.8	396.7	534.7	530.2	367.2	406.2	452.7	493.4	361.4	444.2	419.4
"245170_at"	59.7	30.6	88.1	38.5	103.5	82.2	106.4	84.8	61.3	119.2	65.9	54
"245171_at"	168.5	102.4	86.5	100	133.9	128.6	55.6	42.5	43.3	20.3	43.1	101.1
"245172_at"	194.3	126.1	199.8	217.5	206.3	169.6	118.9	143.4	152.2	205.8	173.4	194.9
"245173_at"	32.5	32.1	5.6	32.7	56.1	46.6	26.1	37.9	7.4	41.9	34.7	84.6
"245174_at"	159.5	170.5	127.6	133	111.2	148.6	136.5	138.8	124.9	109.7	116.4	101.9
"245175_at"	2439.8	2392.9	2625.9	2911.2	2291	2533.6	2292.4	3199.5	3042.2	2859.1	3000.6	3008.3
"245176_at"	948.4	1065.3	949.9	985.7	667.9	905.5	1078.6	559.7	788.9	621.1	657	559.8
"245177_at"	21.9	32.4	42.2	17.5	13.7	26	23.8	37	29.9	27.8	23.7	28.3
"245178_at"	452.1	411.1	491.3	576.1	531.1	596.4	477	552.4	419	552.8	495.8	581.8
"245179_at"	491.9	406.2	285.9	299.9	269.1	287.7	320.4	256.5	240.5	293.7	331.7	251.1
"245180_at"	658	893.5	709.9	624.5	861	747.3	591	606.1	551.2	499.9	888	698.1
"245181_at"	588.7	292.5	527.6	588.6	370.4	500.8	832.2	825.5	1177	1145.4	930.5	1299.9
"245182_at"	257	211.8	197.5	215.6	186.1	190.7	262.6	177.5	158.4	218.3	162.5	177.9
"245183_at"	264.9	255.6	202.1	180.9	172.1	241	186.7	123.6	147.9	184.9	164.5	130.2
"245184_at"	22.1	18.7	10.6	31.8	11.6	25.9	42.8	23.8	19.1	36.7	22.3	3.7
"245185_at"	180.4	134.1	193.1	171.7	225.5	217.4	201.9	163.7	154.9	190.6	196.7	175.4
"245186_at"	103	94	139.6	99.8	118.6	120.2	148.3	123.3	139.4	101.2	135.2	139.8
"245187_s_at"	1051.9	1027.6	650.5	736.8	703.3	794	888.1	688.2	744.4	736.5	1097.8	720.8
"245188_at"	322.1	475.2	790.6	468.4	616.5	529.2	423.1	393	691.3	268.4	549.3	505.5
"245189_at"	2.6	4.4	1.4	0.5	4	1.9	2.1	7.4	2	8.1	2	4.4
"245190_at"	170.6	158.6	162.9	153.9	133.8	154.4	149.8	176.2	179.2	160.4	164.7	163.3
"245191_at"	38.8	9.2	24.1	8.6	33.6	22.2	28	10.3	21.5	13.7	26	39.6
"245192_at"	19.7	23	20	29.8	14.1	6.1	7.4	1.8	15.9	29.9	1.6	19.6
"245193_at"	494.2	498.3	293.1	344.4	719.2	417.6	341.5	550.4	356	454.8	1111.1	882.7
"245194_at"	175.1	484.5	320.6	236.4	538.9	526.5	206.9	521.9	299.6	434	858.4	633
"245195_at"	10240.3	10701.1	12775.8	12036.3	10660.2	11069	10023.2	10152.7	12250.2	11145	8521	11665.1
"245196_at"	157.2	114.6	103.5	153	142.4	140.3	207.1	124.1	149.4	102.3	201.1	162.9
"245197_at"	291.3	257.8	337	265.6	285.3	286.3	305	220.1	289.2	403.6	300.9	404.2
"245198_at"	2650.9	3173.9	4105	3518	3396.1	3457.7	2874.7	3367.9	4027.3	3264.4	2493.1	2766.7
"245199_at"	2307.3	2239.1	2456.4	2356.5	2491.8	2326.6	3496.9	4234.4	4388.1	4712.5	4023.9	4616.1
"245200_at"	213.8	201.1	195.6	251.9	216.1	245.8	248.9	251.9	235.8	304.3	224.4	320.7
"245201_at"	720.7	738.8	680	640.2	471.5	610.1	792.4	716.3	739.1	586.3	690.7	580.6
"245202_at"	157	155.3	136.8	168.8	147.8	135.6	139.4	125.9	117.2	149.5	141.8	137.1
"245203_at"	1	0.7	1.5	0.6	1	0.7	1.4	1.4	0.9	1.8	1.3	1
"245204_at"	45.3	9.5	11	16.2	11.4	13.1	22	28.5	15.4	58.2	24.2	16.5
"245205_at"	89.3	70.5	95.7	76.3	115.9	93.9	106.7	78.7	84.7	56	89.9	84.1
"245206_at"	281.5	342.7	297	340.6	363.5	290	316.9	307.8	254	304.3	352.8	315.6
"245207_at"	722.7	502.1	519.3	678.5	528.8	622	639.5	606.7	512.9	798.6	656.1	729.9
"245208_at"	179.4	123.4	86.1	201.5	118.3	117.2	163.9	153.1	125.4	217.6	142.8	110.3
"245209_at"	201.8	102.9	175.5	202.7	215.7	142.3	87.3	156.1	88	172.5	186.7	92.9
"245210_at"	172.9	188	212.3	130.6	207.3	192.8	186.6	149.1	174.7	160.9	161.4	155.7
"245211_at"	1004	1049	957.8	828.4	833.5	930	1022.9	700.5	863.5	721	858.5	779.3
"245212_at"	16	17.8	18.5	16.6	12.3	22.7	23.4	11.7	16.9	28.7	4.4	25
"245213_at"	9547.7	9865.6	11609.3	10063.4	9334.8	9734.2	9800.4	10573	11082.3	9496.1	9244.9	11197.2
"245214_at"	17.5	4.7	11.2	21.4	22.3	4.6	20	8.5	2.5	2.9	10.2	6
"245215_at"	570	801.2	783.5	629	462.1	655.7	759.3	714.5	901.8	699.1	568	624.2
"245216_at"	1828.3	2061.2	1829.1	1609.3	1985.1	1976.7	1548.9	1652.8	1415.4	1431.7	1892.6	1537.3
"245217_at"	9.8	4	8.9	4.8	6.8	5.1	6.7	6.2	5.9	5.4	3.7	8.1
"245218_s_at"	68.5	64.3	87.4	64.1	82.5	107.2	79	104.2	68.3	67.1	49	92.4
"245219_at"	456.2	581.1	495.7	358.5	463.4	306.4	464.2	423.3	371.4	310.6	327.5	301
"245220_at"	1	1.1	0.3	5.8	9.3	1.8	0.9	6.3	0.7	1.3	1.6	0.8
"245221_s_at"	51.4	25.6	25.1	40.7	19.2	44	26.1	49.1	37.3	40.2	35.6	19.2
"245222_at"	5.6	2.4	1.8	2.1	3.8	4.2	4.1	3.1	1.7	3.1	2.9	3
"245223_at"	13.7	11.8	5.3	4.7	11.6	7	8.4	7.4	7.1	12.3	6.9	4.6
"245224_at"	51.5	32.9	66.8	51.6	69.9	75.5	72.8	80.4	62.6	89.9	50	93.8
"245225_at"	4.9	5.5	7.9	6.9	8	6.7	6	6.4	6.1	6.8	4.4	5.1
"245226_at"	43	26.3	46.3	43.5	52.6	48.9	38.3	14.1	38.2	52.1	35.7	37.4
"245227_s_at"	153.6	206	186.6	149.2	186	165	117	126.4	140.4	155.5	147.6	163.3
"245228_at"	527.5	320.9	351.1	584	375.6	335.1	364.5	217.5	274.7	435.8	302.4	321.1
"245229_at"	979.7	1759.5	2099	1142.8	1308	1586.9	660.1	904	1069.3	798.7	760.3	646.9
"245230_at"	104.1	100.2	92	73.9	84.4	92	78.8	69.8	105.5	65.7	108.2	74.4
"245231_at"	102.9	78.9	147.7	112.8	100.8	100.7	80.5	83.8	83.3	99.3	87.6	25.2
"245232_at"	2.6	2.7	12.8	5.5	8.8	3.9	3.8	2.1	17.9	4.3	11.3	2.7
"245233_at"	83.3	86.1	56.1	114.2	48.7	104.5	105.3	71.7	119.6	93.3	103.4	103.8
"245234_at"	67.7	30	73.4	62.9	75.6	70.4	59	35.1	50.6	66.4	30.1	61.7
"245235_at"	1059.4	1493	1494.2	1181.4	1268.5	1437	988.2	1260.6	1311.6	1310.2	1334.8	1512.4
"245236_at"	155.2	129.5	131.8	134.9	172.5	159.3	144.9	141.4	152	170.4	134.9	145.3
"245237_at"	96.9	89.3	103.3	93.8	103.8	92.2	65.8	81.4	89.2	27.1	101.2	96
"245238_at"	2760.3	2352.2	2865.4	2805.7	2376.7	2573.3	3469.2	2648.5	3121.2	3274.8	2910.4	2902.5
"245239_at"	52.6	35.7	64.7	61.9	78.4	63.5	53.6	63.6	73	59.8	45.9	51.3
"245240_at"	50.6	41.4	62.1	50.1	51.7	40.9	18	11.1	23.5	35.9	38.1	4.1
"245241_at"	6.1	4.4	32.3	5.6	6	5.6	8.7	3.7	7.1	7.3	3.7	4.9
"245242_at"	1169.8	1217.1	1515.6	1176.5	981.1	1383.3	1289.3	1423.6	1727.9	1092.8	1403.5	1213.7
"245243_at"	72.8	38.9	75.1	58.8	52.1	55.9	62.4	50.5	48	50	62.4	53.7
"245244_at"	646.1	485.8	471.6	576.3	644.3	465.1	821.9	570.8	313	499	512.9	333.5
"245245_at"	91	78.3	101.9	70.5	124.2	114.8	124.8	87.8	90	80	79.2	78.5
"245246_at"	7.1	2.9	6.9	4.5	5.1	7.1	8.6	4.4	7.4	6.5	3.8	4.8
"245247_at"	458.2	484.4	321.6	482.7	599.6	489.4	525.5	571.1	361	618.4	665.1	733.9
"245248_at"	479	471.7	367	374	366.5	364	406	327.8	313.7	313	361.6	287.9
"245249_at"	2643.9	1305.9	1577.8	2537.5	1642.4	1677.8	4789.6	2679.8	3259.6	2638.6	2760.1	2382.8
"245250_at"	172.9	192.9	118.1	196	260.1	128.9	70.4	121.9	13.7	134.6	120	128
"245251_at"	104.1	140.4	69.9	66.9	184.5	116.6	98.7	125.5	86.5	159.1	179.1	161.3
"245252_at"	570.5	603.4	459.4	502.8	739.7	423.6	301.2	297.4	145	389.2	335.7	585.8
"245253_at"	120.9	51	47.3	73.8	66.5	53.2	250	216.1	357.3	173.6	92.4	64.5
"245254_at"	395.5	553.7	448.3	516.3	423.7	410.7	357.2	515	526.1	404.1	308.3	342
"245255_at"	714.6	677.4	832.5	927.3	797.8	882.5	733.6	792.8	757.4	769.3	688.8	812.4
"245256_at"	111.7	141.1	161	102.4	140.4	114.8	111.3	121.9	106.8	118.3	105.8	115.7
"245257_at"	54.4	23	3.4	42.1	45.9	23.4	47.3	18.2	16.7	37	21	19.9
"245258_at"	50.1	20.4	21	30.2	38	29.6	27.4	5.7	10	27.4	9.9	13.9
"245259_at"	69.1	67.2	70.3	46.5	41.8	41.2	54	33.1	37.1	38.3	52.4	55.3
"245260_at"	485.3	543.7	563.9	502.1	708.7	580.7	515.5	615.9	568.6	456.4	584.4	533.7
"245261_at"	445.3	344.5	353.3	435.7	390.5	421.3	413.8	402	385.1	337.4	396	414.5
"245262_at"	222.7	106.9	121.2	124.5	87.1	114.1	186.3	109.5	112.3	163.9	127.2	133.8
"245263_at"	550.6	644.2	829.2	610.9	570.8	829	410.9	635.3	802.2	544.2	550.2	726.7
"245264_at"	872.6	1022.1	1378.8	1219.3	1296.1	1386.3	1212.1	1119.6	1395	768.9	928.1	1102.7
"245265_at"	301.1	118.9	225.9	345	127.8	314.4	152.6	107.7	281.3	297.6	103.9	228.2
"245266_at"	785.1	871.3	828	902.2	951.3	920.9	652.7	555.4	385	767.9	696.7	798.1
"245267_at"	119.2	38.7	39.8	101.2	75.4	43.7	199.4	43.6	82.5	212.5	109.7	120
"245268_at"	188.4	189.2	189.4	217.5	180.2	240.1	161.5	133	199.5	201.1	163	151.6
"245269_at"	1706.3	1593.8	1662.1	1732.9	1281.8	1506.8	1875.5	1737.2	1808.8	1740.2	1666.1	1474.8
"245270_at"	5051.8	5103.2	5294.5	5264.5	4894.4	4794.6	4574.8	4715.2	4838	5699.2	4247.9	4018.2
"245271_at"	488.9	371	219.3	312.7	249.8	267.8	639.2	367.3	268.2	484.5	529.6	291.9
"245272_at"	101.5	53	68.4	65.8	63.2	64.7	65	46.4	60	94.8	54.4	134.4
"245273_at"	700.2	512.9	525.2	663.3	558	561.8	753.6	532.1	582	690.8	605.3	671.1
"245274_at"	924.3	916.4	730.9	742.4	585.2	645	864.8	587.6	643.3	678.8	559.3	530.5
"245275_at"	1681.3	563.7	368.9	993.7	197	191.7	2229.1	1715.2	1297.6	1132.5	493.2	425.7
"245276_at"	119	73.4	65.2	85.7	22.9	36.3	86.3	85.1	50.8	118.8	109.5	57.1
"245277_at"	1902.1	1225.3	1659.7	1224.7	1465.9	1427.5	1087.7	814.1	1135.8	1198.2	1326.6	1345.4
"245278_at"	638.8	535.2	421.9	479.7	501.6	445.7	670	602.3	402.6	442.2	549	452.2
"245279_at"	761.8	727.2	714.9	825.8	792.6	738.1	951.5	844.8	800.7	952	830.6	869
"245280_at"	214.4	250.6	254.4	283.9	216	232	242.1	264.5	278.9	278.9	271.1	219.3
"245281_at"	4731	4836.1	5637.8	5134	3909.1	4678.3	4135.8	4879	5382	4686	4073.1	4657.5
"245282_at"	820	783.8	707.1	663.9	787.7	656.5	893.2	679	792.7	709.1	755.6	727.5
"245283_at"	32.5	43.8	32.5	47	59.6	32.1	69.6	61.1	17.1	37.1	58.9	14.9
"245284_at"	1059.5	1381.4	1505.3	1226.5	1074.3	1447	1048.5	1275.7	1557.8	917.3	1149.3	1412.5
"245285_s_at"	2639.3	2100.1	1974.9	2236.8	1630.6	1722.8	2764.9	2412.8	2600.4	2530.1	2059	1870.4
"245286_at"	7481.8	7692.9	8461.1	7912.7	7936	7697.9	7083.5	8769.4	8477.6	7184.6	7217.3	7676.6
"245287_at"	490.8	600.6	570.9	559.3	536.4	520.4	609.5	546.6	563.7	498.3	547.6	546
"245288_at"	360.1	311.5	258.2	278.6	264.7	254.2	335.8	247.7	257.3	352.8	298	329.7
"245289_at"	3800.7	2960.1	2846	3764.8	2801.1	2690.8	4439.5	3841.6	3359.2	4206.5	3526.2	3534.1
"245290_at"	1495.4	1645.8	1280	1683.7	1581	1028.6	1501	1673.5	1601.6	1757.1	1494.5	1218.8
"245291_at"	918.3	893.7	702.2	772.6	732	767.5	1050.2	727.1	709.3	709.2	790.1	576.1
"245292_at"	875.9	554.3	892	909.4	789.7	791.2	861.9	857.8	967.8	1020.6	885.2	965.2
"245293_at"	1110.5	729.9	643.2	794.2	613.2	637.1	792	569.1	694.3	755.4	758	716.2
"245294_at"	587.5	367	274.7	389	290.7	251.9	790.1	375.1	281.4	470.4	467.1	382.1
"245295_at"	328.7	355.9	304	393.6	445.2	358.5	375.4	308.9	266.7	426.5	348.2	361.8
"245296_at"	1475.5	2299.5	1354.6	2452.5	1688.4	1539	1560.7	1651.5	1584.2	2664.6	1923.3	1676.7
"245297_at"	268.4	268	308.2	334.4	315.9	344	243	285.4	316.2	288.9	260.8	300.5
"245298_at"	217.4	214.5	226.1	185.9	236.8	250.9	279.9	222.4	214.1	238.8	199.4	247.2
"245299_at"	1441.3	1430.3	1123	1673	1355.2	1433.1	1559.6	2118.2	1293.8	1757.9	1708.9	1576.6
"245300_at"	121.4	91.2	80.4	96.7	122	125.8	91.4	87.1	96.6	143.8	71.8	74.4
"245301_at"	264.5	351	281.2	345.7	275.7	297.3	302.5	347.9	333.3	264	294.7	273.8
"245302_at"	147.9	91.3	82.7	133.4	89	96.1	232.6	106.4	97.7	139.8	123.9	108.2
"245303_at"	194.1	242.1	251.8	263.8	301.5	338.3	153.5	214.6	189.8	219.7	276.4	259
"245304_at"	766.8	447.9	509	1198.7	412.9	720.5	910.4	483.4	559.4	882.7	421.3	436.5
"245305_at"	174.4	223.4	333.2	182.2	268.9	254.3	217.3	278.6	428.8	182.9	274.6	361.7
"245306_at"	468.7	881.3	1182.1	737	995.3	2019.3	583.2	831.9	699.1	609.6	452.6	634.7
"245307_at"	339.1	235.9	248.4	278.1	195.8	187.5	246.3	269.6	248.9	285.7	240.1	202
"245308_at"	469.2	425.2	371	529	465.2	491.4	556.2	481.2	524.3	523	467.5	527.7
"245309_at"	223.5	143.5	151.8	180.8	163.9	128.4	321.2	216.9	168.5	219.4	172.1	170.9
"245310_at"	347.5	230.2	241	431	273.7	192.5	368	268.3	264	360.6	187.2	227.8
"245311_at"	5527.2	8011.8	7215.2	5421.4	8550.5	6880.1	5144.1	7359.7	5962.7	6876.1	8375.7	6467.7
"245312_at"	144.6	162.9	138.2	137.2	144.2	133.2	173.9	166.7	152	145.4	187.4	127.1
"245313_at"	537.1	496.8	390.1	504	431.9	437.6	502.2	508.2	425.7	459.4	484.3	467.9
"245314_at"	100.7	95.1	102.4	62.8	60	69.5	139	64.3	115	104.5	82.4	87.2
"245315_at"	1963.5	2595.9	2802.4	2736.1	2748.9	3213.9	2024.4	3200.7	2888.9	2526.7	2787.3	2962.3
"245316_at"	770.6	884.1	812.6	876.5	1024.5	1029.6	683.4	748.9	657.8	653.8	885	856.7
"245317_at"	3127.7	1080.3	2898.5	3213.4	2064.6	2210.3	3567.6	1861.6	2973	4049	2790.8	2692.6
"245318_at"	4104.6	5870.7	7854.9	5993.3	5208.4	6443.2	4014.5	4929.8	7130.4	5092.8	3956.6	5367.9
"245319_at"	185.9	272.5	254.4	241.3	311.6	239.9	418.6	659.5	494.4	492.6	462.5	408.4
"245320_at"	485.3	473.5	413.8	500.8	525.4	493.9	532.3	618	514.6	586.1	595.1	572.6
"245321_at"	5540.9	5916	7042.6	5784.4	4869.8	5308.2	4655	5560	6290.9	5017.2	4538.7	4869.7
"245322_at"	72.8	58.5	49.5	76.6	59.6	73.5	79.4	58.3	81.2	61.3	50.1	71.6
"245323_at"	3051.4	1907.5	2167.2	3376.2	2466.8	2417.8	3347.5	3614.6	2291	4156.7	2452.8	2646.4
"245324_at"	401.7	559.7	383	414.2	725.5	527.3	329.6	567.5	299	668.1	573	991.6
"245325_at"	1857.4	1768.5	1949.2	2479.7	1781.3	2011.1	1857.4	2114.9	1683.1	2538.7	1832.1	1879.5
"245326_at"	340.3	392.2	719.9	466.4	325.5	664.8	349	359.4	602.3	393.7	299.5	437.5
"245327_at"	150.4	99.6	165.1	154.9	102.9	142.5	115.2	87.3	95.6	118.5	105	121.5
"245328_at"	245.9	174.9	197.5	223.6	188.9	160.3	146.7	110.8	163.9	189.7	169.5	186.6
"245329_at"	1377.2	676.8	468.7	1379.7	868.5	954	1207.9	776.6	293.4	2503.5	1047.5	2331.9
"245330_at"	999.2	746.8	949.4	1002.1	684.2	812.4	1541.9	1472.6	1578.3	1329.2	1112.5	1201.1
"245331_at"	889.8	689	840.9	852.7	790.7	880.1	791.3	766	778.1	697	784.7	661.8
"245332_at"	988.5	1108	1371.3	1293.8	1355.9	1361.8	1723.9	1592.7	1460.7	1663.1	1372.8	1481.1
"245333_at"	1614.5	1618.4	2194.1	2263.8	2189.4	2218.1	1754.2	2346.5	2282.3	2327.7	1846	2280.7
"245334_at"	1131.1	1587	2111.3	1516	1524.5	2175.9	1311.2	1573.5	1415.5	1493.2	1241.6	1515.8
"245335_at"	3.2	3.7	9.2	12.2	5.1	12.8	2.8	3.1	8.9	8.1	4.7	12
"245336_at"	214.9	264.8	349.5	205.1	497.9	386.8	266	351.5	320.9	297	253.1	246.7
"245337_at"	422.9	511.1	519.3	538.1	542.5	546.1	457.1	590.3	510.4	465.7	531.5	593.2
"245338_at"	716.4	510.9	504.9	501.7	457.4	414.5	1030.2	1000.9	730.9	786.1	870.8	688.4
"245339_at"	235.6	298.6	289.5	141.1	342.6	265.4	192.1	132	203.6	208.1	223.6	263.1
"245340_at"	2469.2	2501.9	2555.7	2542	2605.7	2792	2495.1	2575.8	2352	2457	2273.2	2780
"245341_at"	133.1	120.2	184.2	212.7	120.5	184.7	222	253.4	300.4	338.5	156.3	237.7
"245342_at"	8195.7	10362.5	10952.2	8950.7	11905.8	10334.4	7086.6	10081.1	9064.4	8092.9	10573.6	10411.2
"245343_at"	302	288.7	267.4	305.6	323.2	270.8	247.9	297.3	294.6	272.4	215.4	233.9
"245344_at"	536.2	506	457.3	461.4	512.7	505.1	610.6	397.3	499.3	529.5	552.3	457.5
"245345_at"	28.1	44.1	37.2	43.8	57.4	60.9	45.5	60.8	68.3	81.6	85.7	48.8
"245346_at"	1019.5	1358.4	1042.4	1103.7	655.3	991.4	1040.5	1375.6	943.6	811.1	534.4	434.3
"245347_at"	1649.1	1859	3314.2	1991.6	2300.9	2709.3	1572.9	1354.2	2684.6	1442.5	1331.2	1373.2
"245348_at"	282.6	367	224.9	228.4	307.4	283.6	363.6	700.1	537	376.9	622.3	342.9
"245349_at"	508.1	278.1	336.4	436.1	271.1	426.3	905.1	442.9	615	400.1	459.1	759.9
"245350_at"	608	723.4	766.2	607.2	659.2	794.2	551.4	583.4	675.9	609.6	704	661.5
"245351_at"	1620.1	1272.8	1188.9	1343.3	1047.4	1260.1	1566.4	1062.1	1127.7	1160.1	1229.4	988.6
"245352_at"	625.5	387.1	266.3	489.8	549.2	408.9	1233.6	989.1	482.4	960	982.2	935.6
"245353_at"	123.9	104.9	163.2	134.6	228.5	156.4	35.5	69.1	133.3	23.1	101.8	71.1
"245354_at"	3250.5	3485.9	2596.8	2689.3	2708.1	3350.7	2151	2719.2	3869.8	1986.1	2656.6	2506.6
"245355_at"	5896.8	8904.1	9109.9	7222.3	9429.7	8629.9	5302.8	8848.3	6732.9	6617	8110.3	7079.2
"245356_at"	15047.7	15020.2	15231.8	14614.6	14973.1	13544.9	14591.2	13678.9	13535.3	15522.2	14284.5	14629.5
"245357_at"	1806.9	2111.3	2697.3	2569.2	2141.7	2511.8	1843.4	3113.2	2491.5	1755.6	1866.8	1962.7
"245358_at"	661.1	678.2	573.3	630.5	678.8	703.9	528.9	637.4	594.2	576.2	674	608.3
"245359_at"	1251.1	808.9	812.6	1177.8	1019.2	1077.8	1445.6	1007	997.4	1282.2	1184.5	1500.3
"245360_at"	1012.1	935.2	1095.3	1266.8	935.6	1048.4	990	982.9	1129.5	1210.5	909.3	1083.7
"245361_at"	616.8	435.4	476.2	470.2	452.8	518.8	567	439.9	482.2	441.4	519.2	459
"245362_at"	270.4	245.5	298.3	230	223.5	258.8	117.5	79.6	134	74.4	101.3	95.7
"245363_at"	118.6	78.9	82.9	76.5	82.3	96.7	160.6	144.3	138.7	176.4	136.7	142.9
"245364_at"	207.3	121.7	176.3	180.1	213.2	207.9	200.3	133.7	188.9	186.2	134	165
"245365_at"	259.5	314.1	270.6	294.7	310.2	344.5	243.1	289.7	219.9	295.3	282.4	330.5
"245366_at"	285.4	318.1	324.8	359.8	326.6	345.9	271.1	391.2	298.5	346.3	357.6	318.4
"245367_at"	311.5	280.2	290.1	291	279.5	339.1	187.4	231.8	262.8	223.2	202.6	312.7
"245368_at"	238.5	342.6	459	364.5	258.3	430.5	247.2	319.8	451.8	372.4	212.2	292.8
"245369_at"	10.6	33.5	16.6	58.3	66	53.1	45.8	44.7	9.2	43.6	35.4	52.3
"245370_at"	336.4	243.4	215.6	299.6	245.8	280.4	234.7	225	176.5	238.5	196.8	205.9
"245371_at"	96.4	72.7	89.3	141.4	107.1	94.3	82	64.3	102.6	115	74.9	73.8
"245372_at"	5226.1	6768.5	6705.5	6278.9	7945.4	6639.5	4371.1	7120	5796.7	5934.1	6303.9	6583.6
"245373_s_at"	4865.4	4282	4323.1	5217.1	4176.2	4263.7	4434.9	4646.5	4708.1	5507	4488.9	5078.3
"245374_at"	593.5	728	517.4	508.2	593.3	533.7	593.8	441.5	484.8	410.3	705.5	543.4
"245375_at"	118.8	52	3	90.1	51.1	87.6	95.2	80.1	10.8	211.6	131.5	327.4
"245376_at"	60.5	35.4	38.4	46.9	48.1	54.3	64.4	52.3	44.4	64.5	42	69.4
"245377_at"	18.6	2.5	23	9.1	31.2	18.2	17.4	22.7	6.4	21.8	4.4	17.3
"245378_at"	79	92.3	163.7	99.9	106.9	92.5	170.6	79	155.6	111	106.4	88.2
"245379_at"	92	91.7	104.8	103.2	87.7	105.5	92.9	78	99.4	112.9	77.7	105.5
"245380_at"	32.9	44.2	45.8	47.1	51.3	45.6	42.4	38.1	33.2	40.8	40.1	46.2
"245381_at"	37	25.3	41.5	32.8	40.3	43	48.1	46.7	46.8	38.6	40.7	22.9
"245382_at"	528.1	290	367.9	382.8	355.4	397.3	316.6	235.4	252.5	317.3	296.8	309.6
"245383_at"	233.4	425.8	616.1	443.1	428.6	463.9	195.7	292.1	397.9	307	284.9	228.6
"245384_at"	206.8	148.2	119.8	147.4	112.5	141	206.3	127	189.8	167.2	131.6	130.7
"245385_at"	465.9	523.2	541.6	744.1	613.3	660.5	915.8	1024.6	992.7	1056.3	744.1	1033.1
"245386_at"	386	377	694	725.9	513.1	632.3	930.6	1018.1	1103.8	1064.1	868	996.5
"245387_at"	1601.8	2167.4	1339.3	1295.7	1877.7	1576.3	1147	1277.6	964.2	867.5	1745.3	1157.7
"245388_at"	1729.7	2183.9	3137.3	2522.8	2035.8	2637.4	1493.7	1980.2	2607.1	1584	1432.1	1851.1
"245389_at"	13.5	12.4	15.6	13.9	12.6	15.2	21.5	19.4	15.3	27.7	14.3	24.5
"245390_at"	698.5	548.5	450.4	648.9	526.5	549	1013.5	923.7	674.3	823.7	788	918.7
"245391_at"	2968.2	2637.3	3105.9	3781.2	3436.3	2943.7	3486.9	3493.7	3114.4	3697.4	3067.4	3502.1
"245392_at"	446	302.5	510.3	561.2	519.1	580.2	127	148.6	266.7	232.9	135.6	194
"245393_at"	4588.8	2187.1	3643.4	3556.1	3748.7	3504.4	2119.4	1424.2	1648.4	2990.2	2016.1	2672.8
"245394_at"	2758.3	2972	3952.1	4189	3702.4	3733.8	2670.9	4225.7	3766.3	4127.5	2927.7	4369.6
"245395_at"	521.5	457	582.6	526.1	476.5	522.8	467	531.2	543.3	561.5	544.7	564.5
"245396_at"	563.6	741.6	829.8	597.9	716.3	817.3	547.8	511.2	697.8	616.2	542.3	563.4
"245397_at"	230.9	382.2	401.5	213	536.5	242.3	190	337.3	203.6	232.4	362.4	248.1
"245398_at"	332.7	294.7	327.2	262.1	258.2	270.3	356.3	271.6	283.2	274.6	246.1	286.8
